0.382,0.382,0.374,0.396,0.34,0.382,0.396,0.368,0.388,0.382,0.35,0.34,0.48,0.382,0.392,0.37,0.396,0.392,0.338,0.362,0.382,0.34,0.396,0.38,0.392,0.388,0.34,0.34,0.382,0.38
0.324,0.324,0.37,0.324,0.324,0.37,0.324,0.324,0.324,0.37,0.324,0.37,0.324,0.37,0.324,0.324,0.324,0.37,0.324,0.37,0.324,0.324,0.324,0.324,0.324,0.324,0.37,0.37,0.324,0.324
0.324,0.324,0.324,0.368,0.366,0.35,0.37,0.324,0.324,0.366,0.296,0.324,0.324,0.312,0.324,0.368,0.322,0.322,0.37,0.354,0.368,0.322,0.366,0.37,0.322,0.334,0.366,0.324,0.324,0.354
0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052
0.3,0.328,0.32,0.346,0.298,0.302,0.298,0.254,0.312,0.244,0.31,0.358,0.312,0.31,0.34,0.35,0.258,0.276,0.232,0.256,0.248,0.25,0.32,0.31,0.232,0.312,0.374,0.358,0.298,0.358
0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312
0.32,0.276,0.312,0.312,0.3,0.31,0.316,0.32,0.312,0.31,0.31,0.31,0.328,0.312,0.328,0.308,0.312,0.32,0.312,0.328,0.312,0.302,0.296,0.32,0.308,0.312,0.32,0.29,0.312,0.32
